car_id,model,transmission,mileage,fuel_type,mpg,engine_size,year
68809, I10,Manual,11544,Petrol,57.6,1.2,2019
68810, IX20,Manual,25969,Petrol,50.4,1.4,2016
68811, Kona,Manual,7178,Petrol,44.1,1.0,2019
68812, I10,Manual,8835,Petrol,60.1,1.0,2019
68813, I30,Manual,18539,Diesel,78.4,1.6,2017
68814, I10,Manual,31534,Petrol,57.7,1.2,2017
68815, IX20,Manual,27815,Petrol,50.4,1.4,2016
68816, IX35,Manual,40096,Diesel,54.3,1.7,2015
68817, I800,Manual,33389,Diesel,31.7,2.5,2018
68818, Tucson,Semi-Auto,12037,Petrol,39.8,1.6,2018
68819, I40,Manual,27145,Diesel,65.7,1.7,2017
68820, I800,Automatic,29746,Diesel,31.7,2.5,2018
68821, I30,Manual,2244,Petrol,42.2,1.4,2019
68822, I10,Manual,28890,Petrol,60.1,1.0,2018
68823, I10,Manual,29157,Petrol,60.1,1.0,2018
68824, Ioniq,Automatic,5047,Hybrid,78.5,1.6,2019
68825, Tucson,Manual,12085,Diesel,61.7,1.7,2018
68826, IX20,Manual,15956,Petrol,50.4,1.4,2017
68827, I30,Manual,6996,Petrol,34.0,2.0,2019
68828, I10,Manual,30346,Petrol,60.1,1.0,2017
68829, Tucson,Manual,9606,Petrol,34.9,1.6,2018
68830, Tucson,Manual,1451,Hybrid,47.9,1.6,2020
68831, I20,Manual,37500,Petrol,58.9,1.2,2017
68832, Kona,Semi-Auto,18,Petrol,37.7,1.6,2019
68833, I40,Manual,31731,Diesel,65.7,1.7,2016
68834, Tucson,Semi-Auto,3100,Petrol,36.2,1.6,2020
68835, Ioniq,Automatic,14031,Hybrid,78.5,1.6,2019
68836, Ioniq,Automatic,3704,Hybrid,78.5,1.6,2019
68837, I10,Manual,20295,Petrol,57.6,1.2,2016
68838, Tucson,Automatic,2003,Hybrid,50.4,1.6,2019
68839, Tucson,Manual,36357,Diesel,61.7,1.7,2017
68840, I10,Manual,500,Petrol,53.3,1.0,2020
68841, I30,Manual,39260,Petrol,44.1,1.6,2014
68842, Santa Fe,Semi-Auto,1500,Diesel,39.2,2.2,2020
68843, I10,Manual,8962,Petrol,60.1,1.0,2017
68844, Tucson,Manual,7608,Petrol,38.7,1.6,2017
68845, Tucson,Automatic,21656,Diesel,47.1,2.0,2016
68846, Ioniq,Semi-Auto,1750,Hybrid,62.8,1.6,2019
68847, Ioniq,Automatic,1500,Hybrid,62.8,1.6,2020
68848, I10,Manual,14787,Petrol,57.6,1.2,2015
68849, Ioniq,Automatic,10547,Hybrid,78.5,1.6,2019
68850, I40,Manual,45142,Diesel,65.7,1.7,2016
68851, IX35,Manual,39472,Petrol,41.5,1.6,2014
68852, I10,Manual,26628,Petrol,57.7,1.2,2017
68853, I30,Manual,32795,Diesel,78.4,1.6,2016
68854, I10,Manual,30500,Petrol,57.7,1.2,2017
68855, I800,Automatic,36862,Diesel,28.0,2.5,2018
68856, Santa Fe,Manual,50715,Diesel,46.3,2.2,2015
68857, I10,Manual,8652,Petrol,60.1,1.0,2017
68858, Kona,Automatic,1000,Hybrid,52.3,1.6,2020
68859, I30,Manual,45985,Diesel,78.4,1.6,2016
68860, Tucson,Manual,31022,Diesel,61.7,1.7,2016
68861, I30,Semi-Auto,30335,Diesel,68.9,1.6,2017
68862, Tucson,Semi-Auto,8125,Diesel,46.3,1.6,2019
68863, I10,Manual,12590,Petrol,57.6,1.2,2014
68864, IX35,Manual,31172,Diesel,53.3,1.7,2014
68865, I20,Manual,20219,Petrol,58.9,1.0,2016
68866, Tucson,Manual,47085,Diesel,54.3,2.0,2015
68867, Tucson,Semi-Auto,19012,Diesel,57.6,1.7,2017
68868, I10,Automatic,46211,Petrol,51.4,1.2,2013
68869, I30,Manual,23064,Petrol,56.5,1.0,2018
68870, I10,Manual,8896,Petrol,60.1,1.0,2014
68871, I10,Manual,9862,Petrol,57.6,1.2,2016
68872, I10,Manual,16985,Petrol,60.1,1.0,2016
68873, IX20,Automatic,17167,Petrol,43.5,1.6,2018
68874, I20,Manual,19952,Petrol,58.9,1.2,2017
68875, I10,Manual,19874,Petrol,57.6,1.2,2014
68876, I10,Manual,12965,Petrol,60.1,1.0,2016
68877, I20,Automatic,20458,Petrol,42.2,1.4,2016
68878, Santa Fe,Semi-Auto,2251,Diesel,40.9,2.2,2019
68879, Tucson,Manual,27717,Diesel,61.7,1.7,2017
68880, I40,Semi-Auto,29334,Diesel,56.5,1.7,2016
68881, I20,Manual,17454,Petrol,56.5,1.2,2016
68882, Ioniq,Automatic,9151,Hybrid,78.5,1.6,2018
68883, Tucson,Manual,25123,Diesel,54.3,2.0,2017
68884, Ioniq,Automatic,7999,Hybrid,78.5,1.6,2018
68885, Tucson,Manual,15999,Diesel,61.7,1.7,2017
68886, Tucson,Manual,23295,Diesel,47.9,2.0,2017
68887, Tucson,Manual,22117,Diesel,61.7,1.7,2017
68888, I10,Manual,58000,Petrol,61.4,1.2,2013
68889, IX35,Manual,35452,Diesel,50.4,1.7,2014
68890, IX20,Manual,2542,Petrol,50.4,1.4,2016
68891, I10,Manual,26280,Petrol,57.6,1.2,2015
68892, IX20,Automatic,31000,Petrol,43.5,1.6,2016
68893, I10,Manual,37973,Petrol,57.6,1.2,2014
68894, Tucson,Semi-Auto,30335,Diesel,57.6,1.7,2017
68895, Tucson,Manual,26976,Diesel,61.7,1.7,2017
68896, Ioniq,Automatic,11849,Hybrid,78.5,1.6,2019
68897, Tucson,Semi-Auto,25597,Diesel,57.6,1.7,2017
68898, Tucson,Manual,19377,Petrol,44.8,1.6,2018
68899, Tucson,Manual,16553,Petrol,34.9,1.6,2019
68900, I40,Manual,33036,Diesel,67.3,1.7,2015
68901, Tucson,Semi-Auto,14737,Diesel,57.6,1.7,2017
68902, I30,Manual,32361,Diesel,78.4,1.6,2017
68903, I10,Manual,19812,Petrol,60.1,1.0,2017
68904, Tucson,Manual,36567,Diesel,61.7,1.7,2016
68905, Tucson,Semi-Auto,6436,Diesel,57.6,1.7,2017
68906, Tucson,Manual,29315,Petrol,44.8,1.6,2018
68907, I30,Manual,1771,Petrol,45.6,1.0,2019
68908, I20,Manual,2637,Petrol,46.3,1.2,2020
68909, I10,Manual,101,Petrol,56.5,1.0,2020
68910, I10,Manual,34407,Petrol,57.7,1.2,2017
68911, Tucson,Manual,16624,Petrol,44.8,1.6,2018
68912, I20,Manual,28387,Petrol,56.5,1.2,2016
68913, I10,Manual,20905,Petrol,57.6,1.2,2015
68914, I20,Manual,47257,Petrol,65.7,1.0,2016
68915, IX35,Manual,33910,Petrol,41.5,1.6,2015
68916, I10,Manual,18732,Petrol,60.1,1.0,2017
68917, I10,Manual,8623,Petrol,60.1,1.0,2018
68918, Tucson,Manual,20607,Diesel,61.7,1.7,2017
68919, I10,Manual,16330,Petrol,60.1,1.0,2019
68920, I30,Manual,20394,Petrol,48.7,1.4,2016
68921, Kona,Manual,7473,Petrol,52.3,1.0,2018
68922, I10,Manual,101,Petrol,56.5,1.0,2020
68923, Tucson,Semi-Auto,450,Petrol,36.2,1.6,2020
68924, Kona,Manual,2622,Petrol,44.1,1.0,2020
68925, Ioniq,Automatic,8492,Hybrid,78.5,1.6,2019
68926, I30,Manual,988,Petrol,45.6,1.0,2019
68927, Tucson,Semi-Auto,41418,Diesel,57.6,1.7,2017
68928, Tucson,Manual,35731,Petrol,44.8,1.6,2017
68929, I30,Manual,34978,Diesel,78.4,1.6,2015
68930, Tucson,Semi-Auto,31960,Diesel,57.6,1.7,2017
68931, I10,Manual,44444,Petrol,57.6,1.2,2015
68932, IX35,Manual,29865,Diesel,53.3,1.7,2015
68933, I10,Semi-Auto,10457,Petrol,47.9,1.2,2015
68934, I800,Manual,39101,Diesel,37.7,2.5,2018
68935, Kona,Manual,19012,Petrol,44.1,1.0,2018
68936, Tucson,Automatic,3168,Hybrid,50.4,1.6,2019
68937, Tucson,Manual,29268,Diesel,61.7,1.7,2018
68938, Tucson,Manual,110,Petrol,34.9,1.6,2019
68939, Ioniq,Automatic,6259,Hybrid,78.5,1.6,2018
68940, Tucson,Semi-Auto,32482,Diesel,57.7,1.7,2018
68941, Tucson,Manual,7719,Petrol,44.8,1.6,2018
68942, I20,Manual,11,Petrol,55.4,1.2,2016
68943, I30,Manual,41477,Diesel,74.3,1.6,2017
68944, Kona,Manual,9106,Petrol,44.1,1.0,2018
68945, I20,Manual,1583,Petrol,46.3,1.2,2019
68946, I20,Manual,7097,Petrol,46.3,1.2,2019
68947, Kona,Manual,9283,Petrol,44.1,1.0,2019
68948, Tucson,Manual,9046,Petrol,44.8,1.6,2018
68949, I20,Manual,3279,Petrol,46.3,1.2,2019
68950, I20,Manual,8804,Petrol,58.9,1.2,2018
68951, Tucson,Manual,16103,Petrol,38.7,1.6,2018
68952, Tucson,Manual,20820,Diesel,54.3,2.0,2017
68953, I20,Manual,19997,Petrol,46.3,1.2,2018
68954, Tucson,Semi-Auto,12356,Diesel,57.6,1.7,2017
68955, Kona,Manual,150,Petrol,44.1,1.0,2019
68956, I20,Manual,10402,Petrol,58.9,1.2,2017
68957, I20,Manual,22851,Petrol,55.4,1.2,2017
68958, I20,Manual,14225,Petrol,58.9,1.2,2017
68959, I30,Manual,500,Petrol,34.0,2.0,2019
68960, I30,Manual,9866,Petrol,57.7,1.0,2017
68961, Tucson,Automatic,27855,Diesel,47.1,2.0,2018
68962, Tucson,Semi-Auto,32802,Diesel,57.6,1.7,2018
68963, I800,Automatic,35460,Diesel,28.0,2.5,2018
68964, I20,Manual,28106,Petrol,56.5,1.2,2016
68965, Santa Fe,Semi-Auto,48900,Diesel,41.5,2.2,2014
68966, I20,Manual,30252,Petrol,57.6,1.2,2013
68967, I20,Manual,30950,Petrol,57.6,1.2,2014
68968, I20,Manual,36642,Petrol,57.6,1.2,2014
68969, I10,Manual,1000,Petrol,49.6,1.0,2019
68970, I40,Manual,26500,Diesel,65.7,1.7,2017
68971, Tucson,Manual,31382,Diesel,61.7,1.7,2017
68972, Tucson,Semi-Auto,66899,Diesel,57.6,1.7,2016
68973, Tucson,Manual,45000,Diesel,61.7,1.7,2016
68974, Tucson,Manual,18145,Diesel,61.7,1.7,2017
68975, I30,Manual,42332,Petrol,47.1,1.4,2014
68976, Tucson,Manual,50408,Diesel,61.7,1.7,2017
68977, Tucson,Semi-Auto,32939,Diesel,57.6,1.7,2017
68978, Tucson,Semi-Auto,17378,Diesel,57.6,1.7,2017
68979, I10,Manual,15628,Petrol,60.1,1.0,2017
68980, Tucson,Manual,19674,Diesel,61.7,1.7,2017
68981, I20,Manual,41232,Petrol,57.6,1.2,2013
68982, I10,Manual,13971,Petrol,60.1,1.0,2016
68983, I10,Manual,28585,Petrol,60.1,1.0,2017
68984, Santa Fe,Semi-Auto,49216,Diesel,41.5,2.2,2014
68985, I800,Automatic,32420,Diesel,28.0,2.5,2018
68986, I800,Manual,31007,Diesel,31.7,2.5,2018
68987, I10,Manual,37875,Petrol,60.1,1.0,2014
68988, I20,Manual,33925,Petrol,51.4,1.4,2015
68989, Tucson,Semi-Auto,20996,Diesel,57.6,1.7,2017
68990, I10,Manual,32107,Petrol,57.7,1.2,2017
68991, I40,Semi-Auto,61919,Diesel,56.5,1.7,2015
68992, I40,Manual,43492,Diesel,62.8,1.7,2015
68993, I30,Manual,29304,Diesel,74.3,1.6,2017
68994, Tucson,Manual,31604,Petrol,44.8,1.6,2016
68995, I800,Automatic,33244,Diesel,28.0,2.5,2018
68996, I40,Manual,14335,Diesel,67.3,1.7,2016
68997, Tucson,Manual,5942,Petrol,38.7,1.6,2018
68998, I30,Manual,4700,Petrol,34.0,2.0,2019
68999, I10,Manual,69814,Petrol,61.4,1.2,2013
69000, I30,Manual,68728,Diesel,76.3,1.6,2013
69001, I10,Manual,9647,Petrol,60.1,1.0,2017
69002, Santa Fe,Semi-Auto,1173,Diesel,39.2,2.2,2019
69003, I20,Manual,19578,Petrol,55.4,1.2,2016
69004, Kona,Manual,22684,Petrol,52.3,1.0,2018
69005, Tucson,Manual,150,Petrol,34.9,1.6,2019
69006, Kona,Manual,7837,Petrol,44.1,1.0,2018
69007, I10,Manual,23234,Petrol,60.1,1.0,2015
69008, Santa Fe,Semi-Auto,33911,Diesel,42.8,2.2,2018
69009, I800,Manual,38560,Diesel,37.7,2.5,2018
69010, Santa Fe,Automatic,35915,Diesel,42.8,2.2,2018
69011, I800,Automatic,33389,Diesel,31.7,2.5,2018
69012, I800,Manual,38093,Diesel,37.7,2.5,2018
69013, I10,Manual,2938,Petrol,49.6,1.0,2019
69014, I20,Manual,35937,Petrol,58.9,1.2,2017
69015, I10,Manual,23315,Petrol,60.1,1.0,2016
69016, I10,Manual,28386,Petrol,61.4,1.0,2016
69017, I10,Manual,19390,Petrol,60.1,1.0,2016
69018, Santa Fe,Semi-Auto,48155,Diesel,42.2,2.2,2016
69019, I20,Manual,20934,Petrol,56.5,1.2,2016
69020, Kona,Manual,9130,Petrol,44.1,1.0,2019
69021, I30,Manual,3961,Petrol,41.5,1.4,2019
69022, I30,Manual,1247,Petrol,45.6,1.0,2019
69023, I10,Manual,18036,Petrol,57.7,1.2,2017
69024, I20,Manual,1027,Petrol,46.3,1.2,2019
69025, Tucson,Manual,199,Petrol,34.9,1.6,2019
69026, Tucson,Manual,51846,Diesel,61.7,1.7,2016
69027, Tucson,Manual,48868,Diesel,61.7,1.7,2016
69028, I20,Manual,36818,Petrol,57.6,1.2,2014
69029, Tucson,Semi-Auto,10003,Hybrid,50.4,1.6,2019
69030, Tucson,Manual,9424,Petrol,34.9,1.6,2018
69031, Tucson,Manual,18856,Petrol,38.7,1.6,2018
69032, I800,Automatic,32383,Diesel,28.0,2.5,2018
69033, Ioniq,Automatic,24905,Hybrid,78.5,1.6,2018
69034, Tucson,Semi-Auto,3778,Diesel,57.6,1.7,2016
69035, I10,Manual,18101,Petrol,60.1,1.0,2019
69036, Tucson,Manual,38319,Diesel,61.7,1.7,2017
69037, Ioniq,Automatic,18478,Hybrid,78.5,1.6,2018
69038, I20,Manual,49854,Petrol,57.6,1.2,2014
69039, I20,Automatic,6264,Petrol,45.6,1.4,2017
69040, I10,Manual,14830,Petrol,60.1,1.0,2018
69041, I30,Manual,12223,Petrol,57.7,1.0,2018
69042, I30,Manual,14319,Petrol,57.7,1.0,2018
69043, I30,Manual,38279,Diesel,78.4,1.6,2015
69044, Tucson,Manual,21642,Diesel,61.7,1.7,2018
69045, Tucson,Semi-Auto,18062,Diesel,57.6,1.7,2017
69046, IX35,Manual,82203,Diesel,53.3,1.7,2014
69047, I30,Manual,46142,Diesel,78.4,1.6,2015
69048, Tucson,Manual,41103,Petrol,44.8,1.6,2017
69049, I20,Manual,24533,Petrol,58.9,1.2,2017
69050, I10,Manual,24879,Petrol,60.1,1.0,2017
69051, I10,Manual,37721,Petrol,60.1,1.0,2016
69052, I20,Manual,15053,Petrol,55.4,1.2,2016
69053, Tucson,Manual,22798,Diesel,61.7,1.7,2017
69054, I10,Manual,6603,Petrol,60.1,1.0,2016
69055, Kona,Manual,8847,Petrol,44.1,1.0,2018
69056, Tucson,Semi-Auto,14996,Diesel,57.6,1.7,2016
69057, IX20,Manual,8648,Petrol,50.4,1.4,2016
69058, I10,Manual,13997,Petrol,60.1,1.0,2017
69059, I20,Manual,29861,Petrol,55.4,1.2,2015
69060, Kona,Manual,4131,Petrol,44.1,1.0,2019
69061, I30,Manual,25686,Diesel,72.4,1.6,2015
69062, I20,Manual,22654,Petrol,55.4,1.2,2016
69063, I10,Manual,17166,Petrol,57.6,1.2,2016
69064, Tucson,Manual,26697,Diesel,61.4,1.7,2017
69065, Tucson,Manual,36571,Diesel,61.7,1.7,2017
69066, I40,Semi-Auto,36831,Diesel,56.5,1.7,2015
69067, Ioniq,Automatic,23252,Hybrid,78.5,1.6,2018
69068, Tucson,Manual,25661,Diesel,61.7,1.7,2017
69069, I800,Manual,6483,Diesel,31.7,2.5,2019
69070, Tucson,Manual,36432,Diesel,54.3,2.0,2017
69071, Tucson,Manual,6013,Petrol,34.9,1.6,2019
69072, Tucson,Manual,14147,Petrol,34.9,1.6,2019
69073, Tucson,Manual,23546,Diesel,61.7,1.7,2017
69074, I10,Manual,40650,Petrol,57.6,1.2,2014
69075, I20,Manual,27409,Petrol,58.9,1.2,2017
69076, I10,Manual,10268,Petrol,57.7,1.2,2018
69077, Tucson,Manual,45910,Diesel,47.9,2.0,2016
69078, I30,Manual,33762,Petrol,56.5,1.0,2018
69079, I10,Semi-Auto,21344,Petrol,47.9,1.2,2016
69080, I30,Manual,37750,Petrol,47.1,1.4,2015
69081, IX20,Manual,12536,Diesel,64.2,1.6,2017
69082, I20,Manual,14646,Petrol,58.9,1.2,2016
69083, Kona,Manual,3933,Petrol,44.1,1.0,2019
69084, I10,Manual,21359,Petrol,57.6,1.2,2014
69085, Tucson,Semi-Auto,7525,Diesel,57.6,1.7,2017
69086, Tucson,Manual,18688,Diesel,61.7,1.7,2016
69087, I30,Manual,21802,Petrol,52.3,1.4,2018
69088, Ioniq,Automatic,3138,Hybrid,78.5,1.6,2018
69089, IX20,Automatic,8314,Petrol,43.5,1.6,2017
69090, Ioniq,Automatic,2526,Hybrid,78.5,1.6,2019
69091, I30,Manual,31796,Diesel,78.4,1.6,2016
69092, I10,Manual,29673,Petrol,57.7,1.2,2017
69093, Santa Fe,Semi-Auto,34812,Diesel,42.2,2.2,2016
69094, Kona,Manual,28433,Petrol,52.3,1.0,2018
69095, I10,Manual,7546,Petrol,57.7,1.2,2017
69096, I20,Manual,27497,Petrol,55.4,1.2,2016
69097, I10,Manual,18050,Petrol,61.4,1.0,2015
69098, Santa Fe,Automatic,28700,Diesel,42.2,2.2,2015
69099, I20,Manual,18000,Petrol,62.8,1.0,2018
69100, IX20,Automatic,24610,Petrol,43.6,1.6,2015
69101, I20,Manual,13976,Petrol,58.9,1.2,2018
69102, I30,Manual,14440,Petrol,52.3,1.4,2017
69103, I10,Manual,16483,Petrol,57.7,1.2,2017
69104, I20,Manual,12120,Petrol,46.3,1.2,2019
69105, Santa Fe,Semi-Auto,32223,Diesel,42.2,2.2,2016
69106, I30,Manual,26247,Diesel,78.4,1.6,2015
69107, I20,Manual,40700,Petrol,55.4,1.2,2015
69108, I20,Manual,31946,Petrol,57.6,1.2,2014
69109, I10,Semi-Auto,21473,Petrol,47.9,1.2,2016
69110, Ioniq,Automatic,43912,Hybrid,78.5,1.6,2017
69111, Kona,Manual,20555,Petrol,52.3,1.0,2018
69112, Tucson,Manual,12543,Petrol,38.7,1.6,2017
69113, Tucson,Manual,25237,Diesel,61.7,1.7,2016
69114, I10,Manual,45615,Petrol,61.4,1.2,2013
69115, Kona,Manual,9884,Petrol,44.1,1.0,2018
69116, I10,Semi-Auto,12536,Petrol,47.9,1.2,2017
69117, I20,Manual,17624,Petrol,65.7,1.0,2018
69118, I20,Manual,47900,Petrol,55.4,1.2,2015
69119, I10,Manual,16205,Petrol,57.6,1.2,2016
69120, Santa Fe,Semi-Auto,9739,Diesel,39.2,2.2,2019
69121, Ioniq,Automatic,16001,Hybrid,78.5,1.6,2017
69122, Kona,Manual,6811,Petrol,44.1,1.0,2019
69123, Tucson,Manual,36510,Diesel,58.9,2.0,2016
69124, Tucson,Semi-Auto,9733,Petrol,35.8,1.6,2019
69125, I20,Manual,27458,Petrol,56.5,1.2,2016
69126, Tucson,Manual,38000,Diesel,61.7,1.7,2016
69127, I30,Manual,16337,Diesel,74.3,1.6,2018
69128, I10,Manual,484,Petrol,55.4,1.2,2020
69129, Kona,Manual,15459,Petrol,52.3,1.0,2018
69130, I10,Manual,9023,Petrol,57.6,1.2,2019
69131, IX20,Automatic,7941,Petrol,43.5,1.6,2017
69132, I10,Manual,1458,Petrol,53.3,1.0,2020
69133, Ioniq,Automatic,37439,Hybrid,78.5,1.6,2018
69134, I10,Manual,2238,Petrol,49.6,1.0,2019
69135, I10,Manual,3379,Petrol,60.1,1.0,2017
69136, Santa Fe,Automatic,14778,Diesel,39.8,2.2,2019
69137, Kona,Manual,9884,Petrol,44.1,1.0,2018
69138, I30,Manual,29590,Diesel,78.4,1.6,2015
69139, Kona,Manual,11421,Petrol,44.1,1.0,2018
69140, Tucson,Manual,25233,Diesel,61.7,1.7,2016
69141, I20,Manual,2128,Petrol,47.9,1.0,2019
69142, I30,Manual,15824,Petrol,48.7,1.4,2017
69143, I10,Semi-Auto,24890,Petrol,47.9,1.2,2017
69144, Santa Fe,Automatic,4566,Diesel,42.2,2.2,2019
69145, Kona,Automatic,1486,Hybrid,52.3,1.6,2019
69146, I10,Manual,16309,Petrol,57.6,1.2,2016
69147, I20,Manual,10458,Petrol,46.3,1.2,2019
69148, Tucson,Automatic,3393,Diesel,47.1,1.6,2019
69149, I10,Manual,1824,Petrol,49.6,1.0,2019
69150, I800,Manual,34492,Diesel,37.7,2.5,2017
69151, I10,Manual,9995,Petrol,57.6,1.2,2019
69152, I10,Manual,9367,Petrol,60.1,1.0,2019
69153, I800,Manual,1200,Diesel,31.7,2.5,2019
69154, I800,Automatic,35845,Diesel,33.6,2.5,2018
69155, Santa Fe,Manual,34000,Diesel,47.1,2.2,2018
69156, I20,Manual,14188,Petrol,46.3,1.2,2019
69157, I800,Automatic,35757,Diesel,28.0,2.5,2018
69158, I10,Manual,31458,Petrol,57.7,1.2,2017
69159, Santa Fe,Manual,30229,Diesel,47.1,2.2,2018
69160, I20,Manual,48458,Petrol,55.4,1.2,2015
69161, I30,Manual,4952,Petrol,42.2,1.4,2019
69162, Tucson,Automatic,3469,Hybrid,40.4,2.0,2019
69163, Tucson,Automatic,27458,Diesel,46.3,2.0,2016
69164, Tucson,Manual,2765,Petrol,34.9,1.6,2019
69165, Tucson,Automatic,36459,Diesel,46.3,2.0,2017
69166, I20,Manual,4856,Petrol,47.9,1.0,2018
69167, Ioniq,Automatic,19542,Hybrid,78.5,1.6,2017
69168, I10,Manual,7785,Petrol,60.1,1.0,2018
69169, I10,Manual,43482,Petrol,60.1,1.0,2014
69170, I10,Manual,24040,Petrol,57.7,1.2,2018
69171, I30,Manual,1790,Petrol,34.0,2.0,2019
69172, Tucson,Manual,17177,Diesel,61.7,1.7,2017
69173, Tucson,Automatic,40601,Diesel,47.1,2.0,2016
69174, Santa Fe,Manual,39608,Diesel,47.1,2.2,2017
69175, I30,Manual,12364,Diesel,74.3,1.6,2018
69176, Ioniq,Automatic,27742,Hybrid,78.5,1.6,2018
69177, I20,Manual,34599,Petrol,55.4,1.2,2016
69178, Tucson,Semi-Auto,1764,Hybrid,50.4,1.6,2020
69179, I30,Semi-Auto,2083,Petrol,44.1,1.4,2020
69180, Santa Fe,Semi-Auto,2196,Diesel,39.2,2.2,2020
69181, I10,Manual,25000,Petrol,60.1,1.0,2017
69182, I10,Manual,11500,Petrol,61.4,1.0,2016
69183, I10,Manual,12500,Petrol,57.6,1.2,2015
69184, I10,Automatic,16500,Petrol,47.9,1.2,2016
69185, Kona,Manual,16500,Petrol,52.3,1.0,2018
69186, IX20,Automatic,37500,Petrol,43.6,1.6,2015
69187, I20,Manual,27000,Petrol,58.9,1.2,2016
69188, Santa Fe,Automatic,5000,Diesel,39.8,2.2,2019
69189, I10,Manual,30367,Petrol,57.7,1.2,2017
69190, I800,Automatic,32730,Diesel,28.0,2.5,2018
69191, Tucson,Manual,11333,Diesel,61.4,1.7,2017
69192, I10,Manual,19116,Petrol,60.1,1.0,2017
69193, Ioniq,Automatic,2544,Hybrid,62.8,1.6,2019
69194, Tucson,Manual,53753,Diesel,61.7,1.7,2016
69195, I10,Manual,42057,Petrol,70.6,1.0,2017
69196, Tucson,Manual,21240,Diesel,61.7,1.7,2016
69197, I10,Manual,19750,Petrol,57.7,1.2,2017
69198, I10,Manual,793,Petrol,56.5,1.0,2020
69199, I10,Manual,539,Petrol,55.4,1.2,2020
69200, Santa Fe,Semi-Auto,35406,Diesel,42.8,2.2,2017
69201, Santa Fe,Semi-Auto,2251,Diesel,40.9,2.2,2019
69202, I10,Semi-Auto,8970,Petrol,47.9,1.2,2017
69203, I10,Manual,14500,Petrol,60.1,1.0,2017
69204, IX20,Manual,51500,Diesel,64.2,1.6,2016
69205, Tucson,Automatic,40500,Diesel,43.5,2.0,2016
69206, I10,Manual,16000,Petrol,57.6,1.2,2015
69207, Kona,Manual,50,Petrol,44.1,1.0,2019
69208, I10,Manual,500,Petrol,56.5,1.0,2020
69209, I20,Manual,24500,Petrol,58.9,1.2,2016
69210, I20,Manual,15500,Petrol,62.8,1.0,2017
69211, I20,Manual,35500,Petrol,62.8,1.0,2017
69212, I10,Manual,6000,Petrol,60.1,1.0,2019
69213, I20,Manual,34945,Petrol,58.9,1.2,2017
69214, Tucson,Manual,65000,Diesel,54.3,2.0,2016
69215, I40,Manual,34504,Diesel,65.7,1.7,2016
69216, I20,Manual,25000,Petrol,55.4,1.2,2018
69217, IX20,Automatic,357,Petrol,34.5,1.6,2019
69218, IX20,Automatic,13302,Petrol,43.5,1.6,2016
69219, I10,Manual,32331,Petrol,57.7,1.2,2018
69220, I10,Manual,6500,Petrol,57.7,1.2,2017
69221, I20,Manual,5000,Petrol,58.9,1.2,2018
69222, Santa Fe,Automatic,100,Diesel,39.8,2.2,2019
69223, I10,Manual,29650,Petrol,57.6,1.2,2016
69224, Tucson,Automatic,1000,Hybrid,50.4,1.6,2019
69225, I20,Manual,5000,Petrol,47.9,1.0,2019
69226, I10,Manual,20500,Petrol,61.4,1.0,2016
69227, I30,Manual,50,Petrol,34.0,2.0,2019
69228, IX20,Manual,29000,Petrol,50.4,1.4,2015
69229, I10,Manual,29000,Petrol,57.6,1.2,2016
69230, I10,Manual,17500,Petrol,57.7,1.2,2017
69231, I10,Manual,19500,Petrol,57.6,1.2,2017
69232, I10,Manual,62500,Petrol,57.6,1.2,2014
69233, I10,Manual,13500,Petrol,57.6,1.2,2016
69234, Santa Fe,Semi-Auto,60500,Diesel,41.5,2.2,2014
69235, I10,Manual,8500,Petrol,57.6,1.2,2015
69236, I30,Manual,2924,Petrol,56.5,1.0,2017
69237, Tucson,Automatic,12531,Diesel,43.5,2.0,2018
69238, Tucson,Manual,33500,Diesel,61.7,1.7,2016
69239, Tucson,Automatic,50,Petrol,36.2,1.6,2019
69240, I30,Manual,37000,Diesel,78.4,1.6,2016
69241, I30,Manual,300,Petrol,52.3,1.4,2017
69242, I30,Manual,34500,Petrol,46.3,1.4,2014
69243, Santa Fe,Semi-Auto,985,Diesel,39.2,2.2,2020
69244, I10,Manual,1958,Petrol,56.5,1.0,2020
69245, I20,Manual,1958,Petrol,46.3,1.2,2020
69246, Kona,Manual,1458,Petrol,44.8,1.0,2020
69247, IX20,Manual,38756,Petrol,50.4,1.4,2016
69248, I20,Manual,5921,Petrol,47.9,1.0,2018
69249, Tucson,Manual,18386,Diesel,61.7,1.7,2017
69250, Tucson,Manual,18397,Diesel,61.7,1.7,2016
69251, I30,Manual,22653,Petrol,48.7,1.4,2015
69252, I20,Manual,37027,Petrol,56.5,1.2,2016
69253, Tucson,Semi-Auto,14640,Diesel,57.6,1.7,2017
69254, IX20,Manual,15687,Petrol,50.4,1.4,2017
69255, Tucson,Manual,29019,Petrol,44.8,1.6,2016
69256, Kona,Manual,12443,Petrol,44.1,1.0,2018
69257, I40,Manual,39703,Diesel,67.3,1.7,2016
69258, Tucson,Manual,101,Petrol,34.9,1.6,2019
69259, I10,Manual,14931,Petrol,60.1,1.0,2017
69260, Kona,Semi-Auto,10344,Petrol,34.0,1.6,2018
69261, I30,Manual,72986,Diesel,76.3,1.6,2014
69262, Santa Fe,Semi-Auto,46000,Diesel,41.5,2.2,2014
69263, I30,Manual,47500,Diesel,78.4,1.6,2015
69264, I10,Manual,32259,Petrol,57.7,1.2,2017
